company,description,location,rating,salary,title
AudienceView,"As a successful candidate, you will bring extensive expertise in the design, framework &amp; methodology of data warehousing, and possess experience in the full…","Ottawa, ON",3.3,,Data Engineer
,"NET developer very familiar with Python / .,NET, SQL Server; and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Lead Full Stack Engineer (Remote)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Backend Engineer
Ericsson,"Coordinate full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience, and performance by taking full advantage of the…","Ottawa, ON",4.1,,Senior Systems Developer - Cloud Native RAN
Payments Canada,"Reporting to the Manager, API, Network and Directory Services, we’re looking for a Senior Full Stack Developer that will work in a team environment to design…","Ottawa, ON",4.1,"$84,000 - $112,000 a year",Senior Full Stack Developer
Ciena,"Preferable knowledge of full stack web development experience with Python and JavaScript.,Help develop instrumentation interfacing classes to all of our…","Ottawa, ON",3.9,,Fall Co op/Intern: Instrumentation Automation Developer
Deloitte,"Experienced with 5+ years as a full stack developer and/or 2+ years of ServiceNow development.,Able to coach and develop junior developers on good design…","Ottawa, ON",4.0,,Senior Developer - ServiceNow Platform
Upland Software,"You are a Full stack software developer with 5-10+ years of experience who enjoys solving complex problems.,We need like-minded individuals who want to make a…","Ottawa, ON",2.8,,Senior Software Developer
,"Implement full stack product functionality – design, code, and test.,As the successful candidate, you will be a full stack developer with a minimum of 3 years…","Ottawa, ON",,,Software Developer with Golang skills
Combat Networks,"Combat Networks is a full-service provider and network integrator, specializing in comprehensive converged network solutions (voice, video and data networking)…","Ottawa, ON",4.0,,Full Stack Web Developer
Solace Corporation,Deliver features as a full-stack developer with the ability to switch between the different layers of an application/service.,"Kanata, ON",4.3,,Full Stack Software Developer
SurveyMonkey,"12+ years experience in web application development across the full stack (Backend and Frontend).,Lead multiple technical projects by working with product…","Ottawa, ON",4.1,,Staff Software Engineer - Full-Stack
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
Xylem,".NET full-stack software development including desktop application, Windows service, REST API, and front-end website development.","Ottawa, ON",3.4,,Senior Web & Application Software Developer
,The skilled Developer will have the primary responsibility for building and shaping visitors’ experience at our websites and other online properties.,"Ottawa, ON",,,Marketing Web Developer (Remote within Canada)
Geotab,"Lead and contribute to system design discussions while acting as a mentor and SME to other Junior developers.,As a Senior Software Developer, you understand the…","Ottawa, ON",3.4,,Senior Software Developer
Qlik,"Providing technical leadership, mentoring and coaching of developers on the team.,Taking full ownership of micro-services and having input into our future…","Ottawa, ON",3.7,,Software Engineer
Solace Corporation,Deliver features as a full-stack developer with the ability to switch between the different layers of an application/service.,"Kanata, ON",4.3,,Full Stack Software Developer
SurveyMonkey,"12+ years experience in web application development across the full stack (Backend and Frontend).,Lead multiple technical projects by working with product…","Ottawa, ON",4.1,,Staff Software Engineer - Full-Stack
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
Xylem,".NET full-stack software development including desktop application, Windows service, REST API, and front-end website development.","Ottawa, ON",3.4,,Senior Web & Application Software Developer
,The skilled Developer will have the primary responsibility for building and shaping visitors’ experience at our websites and other online properties.,"Ottawa, ON",,,Marketing Web Developer (Remote within Canada)
Geotab,"Lead and contribute to system design discussions while acting as a mentor and SME to other Junior developers.,As a Senior Software Developer, you understand the…","Ottawa, ON",3.4,,Senior Software Developer
Kinaxis,"Minimum 5+ years of experience in Software development, including 5 years as a full stack developer.,Monitor development and production environments in order to…","Ottawa, ON",4.0,,Senior DevOps Developer
,"You will help in developing security controls and educating developers on how to foster a culture of security.,Assist with our responsible disclosure program.","Ottawa, ON",,,Application Security Engineer (Remote within Canada)
Canopy Growth Corporation,"This is a full-time role based out of Kanata, ON, Toronto, ON or Montreal, QC.,Participate in Waterfall and Agile software development projects that span…","Ottawa, ON",2.4,,Full-Stack Developer
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Full stack web development using Javascript, HTML5, CSS, etc.,Small project teams up to 5 take full responsibility to design, develop and deliver systems…","Ottawa, ON",,,C++ Developer
Kinaxis,"Experience with full stack development.,Work with latest technologies to extend our SOA solution.,Follow the best practices in software development - writing…","Ottawa, ON",4.0,,"Application Server Developer, C#"
Kinaxis,"Our customers rely on RapidResponse, our cloud platform, to plan their supply chains, monitor its execution and respond to issues and opportunities that arise.","Ottawa, ON",4.0,,Junior Full Stack Developer
,"Work/Life balance – Flexible hours, get stuff done and still have a full life outside of work.,You'll embrace front end development using React primarily as…","Ottawa, ON",,"$80,000 - $100,000 a year",Senior Front End Developer
